text,clean_text,processed_text,emojis,label,app,language
why didn't have touch n go payment?,why didnt have touch n go payment,didnt touch go payment,,neutral,Grab,en
"setakat 4 tahun saya guna, tak ade lagi masalah yang saya hadapi. cara nak guna mudah tapi untuk sesetangah orang mungkin susah sikit tapi untuk saya, semuanya Oke je.",setakat tahun saya guna tak ade lagi masalah yang saya hadapi cara nak guna mudah tapi untuk sesetangah orang mungkin susah sikit tapi untuk saya semuanya oke je,setakat tahun tak ade hadapi nak mudah sesetangah susah sikit oke,,positive,MySejahtera,en
"Horrible cs whatsapp for go invest principal, ending chat without follow up email | Always have scammy programs like Buzz that loves rugpull",horrible cs whatsapp for go invest principal ending chat without follow up email always have scammy programs like buzz that loves rugpull,horribl cs whatsapp go invest princip end chat without follow email alway scammi program like buzz love rugpul,,negative,Touch n Go eWallet,en
"Baru download app ni..blm try lgi,tpi klu app ni btl2 mmbantu n mmudahkan,nnti bru tmbah 1 star lgi.",baru download app niblm try lgitpi klu app ni btl mmbantu n mmudahkannnti bru tmbah star lgi,download app niblm try lgitpi klu app btl mmbantu mmudahkannnti bru tmbah star lgi,,positive,Touch n Go eWallet,ms
i hope my past vaccine cert will appear in new my sejahtera.,i hope my past vaccine cert will appear in new my sejahtera,hope past vaccin cert appear new sejahtera,,positive,MySejahtera,en
mudah dn menjimatkan masa,mudah dn menjimatkan masa,mudah dn jimat,,neutral,Touch n Go eWallet,ms
Alhamdulillah mudahkan urusan,alhamdulillah mudahkan urusan,alhamdulillah mudah urus,,positive,Touch n Go eWallet,ms
"my account SUSPENDED , cannot open . my balance got in there",my account suspended cannot open my balance got in there,account suspend not open balanc got,,neutral,Touch n Go eWallet,en
since last two so difficult to use TnG. The system is to slow when try to do a payment. Sometimes can't enter at all!!!!!,since last two so difficult to use tng the system is to slow when try to do a payment sometimes cant enter at all,sinc last two difficult use tng system slow tri payment sometim cant enter,,negative,Touch n Go eWallet,en
"it is not even raining and yet, Grab says it is and charges me more than double.",it is not even raining and yet grab says it is and charges me more than double,not even rain yet grab say charg doubl,,neutral,Grab,en
saya tidak bisa masuk ewalet saya tolong di perbaiki,saya tidak bisa masuk ewalet saya tolong di perbaiki,tidak ewalet tolong baik,,neutral,Touch n Go eWallet,ms
So many terrible drivers,so many terrible drivers,mani terribl driver,,negative,Grab,en
"acc sy tak boleh log in kenape yer, sy terlupe no pin & password tapi dah ikot arahan diberi tapi still tak boleh, dia kata ""ada yg tak kena"" ape perlu sy buat untuk dapatkan semula acc sy",acc sy tak boleh log in kenape yer sy terlupe no pin password tapi dah ikot arahan diberi tapi still tak boleh dia kata ada yg tak kena ape perlu sy buat untuk dapatkan semula acc sy,acc sy tak log kenape yer sy terlupe no pin password dah ikot arah still tak yg tak ape sy dapat acc sy,,negative,Touch n Go eWallet,ms
"stupid your app, no guarantee for lower price, just greedy people",stupid your app no guarantee for lower price just greedy people,stupid app no guarante lower price greedi peopl,,negative,Grab,en
"Please provide the option of reverting to the previous option, because there's a function available in the old, but no longer available now.",please provide the option of reverting to the previous option because theres a function available in the old but no longer available now,pleas provid option revert previous option there function avail old no longer avail,,neutral,MySejahtera,en
"password aku dah tulis betul tiba² dia cakap salah, tak pasal² kena tukar password dengan tunggu 3 jam",password aku dah tulis betul tiba² dia cakap salah tak pasal² kena tukar password dengan tunggu jam,password dah tulis cakap salah tak tukar password tunggu jam,,negative,Touch n Go eWallet,ms
"terbaik ..setakat ini, naik taraf lagi pada masa-² hadapan.very good, E'wallet digital..",terbaik setakat ini naik taraf lagi pada masa² hadapanvery good ewallet digital,baik takat taraf hadapanvery good ewallet digital,,positive,Touch n Go eWallet,ms
the app is good but i dont know how to update covid test status,the app is good but i dont know how to update covid test status,app good dont know updat covid test status,,positive,MySejahtera,en
"Apps are great to use, but for grab rides, some pickup points in Singapore for example new estates like Tengah, is very confusing for drivers and/or passengers. It would be great if the company could train or update their maps drivers/riders use. this is so that they would know where to go to.",apps are great to use but for grab rides some pickup points in singapore for example new estates like tengah is very confusing for drivers andor passengers it would be great if the company could train or update their maps driversriders use this is so that they would know where to go to,app great use grab ride pickup point singapor exampl new estat like tengah confus driver andor passeng would great compani could train updat map driversrid use would know go,,neutral,Grab,en
nice apps. easy to use. easy to book a car and fast service.,nice apps easy to use easy to book a car and fast service,nice app easi use easi book car fast servic,,positive,Grab,en
WOW. AWESOME MYSEJAHTERA APP JUST GOT UPDATED WITH FUTURISTIC HIGH-TECH LOOKING!,wow awesome mysejahtera app just got updated with futuristic hightech looking,wow awesom mysejahtera app got updat futurist hightech look,,positive,MySejahtera,en
kenapa bahagian health card jadi kosong? padahal ada rekod derma darah sebelum ini.,kenapa bahagian health card jadi kosong padahal ada rekod derma darah sebelum ini,bahagian health card kosong rekod derma darah,,neutral,MySejahtera,en
"since last 2 month , loading of app to scan to pay getting lagging. whereas Maybank QR Pay instantly can scan.",since last month loading of app to scan to pay getting lagging whereas maybank qr pay instantly can scan,sinc last month load app scan pay get lag wherea maybank qr pay instant scan,,neutral,Touch n Go eWallet,en
"I hope Grab team can consider allowing small dogs like toy poodles in standard Grab cars, as long as they are properly contained (carrier or seat cover). GrabPet seems more suitable for large dogs, and the fare can be too high for small, well-behaved pets. This change would make trips more affordable and convenient for pet owners while still respecting drivers. Or maybe add GrabPet for 4-seater :)",i hope grab team can consider allowing small dogs like toy poodles in standard grab cars as long as they are properly contained carrier or seat cover grabpet seems more suitable for large dogs and the fare can be too high for small wellbehaved pets this change would make trips more affordable and convenient for pet owners while still respecting drivers or maybe add grabpet for seater,hope grab team consid allow small dog like toy poodl standard grab car long proper contain carrier seat cover grabpet seem suitabl larg dog fare high small wellbehav pet chang would make trip afford conveni pet owner still respect driver mayb add grabpet seater,,positive,Grab,en
"dah makin laju dh, dulu asyik lag jer... kalau boleh buat la redeem coin tu setiap hari tknak voucher, better coin boleh kumpul 😁",dah makin laju dh dulu asyik lag jer kalau boleh buat la redeem coin tu setiap hari tknak voucher better coin boleh kumpul,dah laju dh asyik lag jer la redeem coin tknak voucher better coin kumpul,😁,positive,Touch n Go eWallet,en
senang membuat pembayaran,senang membuat pembayaran,senang bayar,,positive,Touch n Go eWallet,ms
"Salam, harap boleh tmbah fungsi rekod derma darah. T.kasih",salam harap boleh tmbah fungsi rekod derma darah tkasih,harap tmbah fungsi rekod derma darah tkasih,,positive,MySejahtera,en
mudah dah sekarang guna mysejahtera....,mudah dah sekarang guna mysejahtera,mudah dah mysejahtera,,positive,MySejahtera,ms
susah babi mw book,susah babi mw book,susah babi mw book,,neutral,Grab,en
"Delivery Man do not carry any changes with them, But service is good.",delivery man do not carry any changes with them but service is good,deliveri man not carri chang servic good,,neutral,Grab,en
pin lokasi tidak tepat Jln Dtk Ajibah Abol,pin lokasi tidak tepat jln dtk ajibah abol,pin lokasi tidak jln dtk ajibah abol,,negative,Grab,ms
"i have to update the app when i really have to go somewhere, and it took so long. pls gave choice to update it sometime later",i have to update the app when i really have to go somewhere and it took so long pls gave choice to update it sometime later,updat app realli go somewher took long pls gave choic updat sometim later,,neutral,Grab,en
Grab app is good but i have issue with sale debit eventhough i have not use the debit card anymore. i use grab wallet.. please fix it ...,grab app is good but i have issue with sale debit eventhough i have not use the debit card anymore i use grab wallet please fix it,grab app good issue sale debit eventhough not use debit card anymore use grab wallet please fix,,neutral,Grab,ms
terbaik tapi bagi la bonus ke,terbaik tapi bagi la bonus ke,baik la bonus,,positive,Touch n Go eWallet,ms
"I cannot make an appointment. The webpage always on loading. Even after updating the new version within this week, still back to the loading page.",i cannot make an appointment the webpage always on loading even after updating the new version within this week still back to the loading page,not make appoint webpag alway load even updat new version within week still back load page,,negative,MySejahtera,en
Awful. Next available slots for outpatient treatment is 1 month away. Good luck if you are sick or in pain. Brainless system. For whom is this system created for anyway? Fortune tellers who are able to predict their illness one month in advance?!,awful next available slots for outpatient treatment is month away good luck if you are sick or in pain brainless system for whom is this system created for anyway fortune tellers who are able to predict their illness one month in advance,aw next avail slot outpati treatment month away good luck sick pain brainless system system creat anyway fortun teller abl predict ill one month advanc,,negative,MySejahtera,en
"Kenapa setiap kali saya nak login semula , mesti invalid user id or password.. sedangkan password saya betul",kenapa setiap kali saya nak login semula mesti invalid user id or password sedangkan password saya betul,nak login mesti invalid user id password password,,negative,MySejahtera,en
latest update worst,latest update worst,latest updat worst,,negative,Touch n Go eWallet,en
tng tusah betul nak pindah kan dari hp lma ke hp bru...kalau bolh jangn lh guna nbe pin log in..scam muka dan ic pun dah cukup untuk bukti yg kita ni bukan orng lain nak log in..,tng tusah betul nak pindah kan dari hp lma ke hp brukalau bolh jangn lh guna nbe pin log inscam muka dan ic pun dah cukup untuk bukti yg kita ni bukan orng lain nak log in,tng tusah nak pindah hp lma hp brukalau bolh jangn lh nbe pin log inscam muka ic dah bukti yg bukan orng nak log,,negative,Touch n Go eWallet,ms
face recognition very unreliable,face recognition very unreliable,face recognit unreli,,neutral,Touch n Go eWallet,en
bila pakai my id kene berulang ulang masuk pasword strees hari ni temu janji tapi xboleh buka,bila pakai my id kene berulang ulang masuk pasword strees hari ni temu janji tapi xboleh buka,pakai id kene ulang ulang pasword strees temu janji xboleh buka,,negative,MySejahtera,ms
Saya suka Dan mudah untuk saya membuat tarnsaksi❤️❤️,saya suka dan mudah untuk saya membuat tarnsaksi,suka mudah tarnsaksi,❤️,positive,Touch n Go eWallet,en
data rakyat dijual LOL,data rakyat dijual lol,data rakyat jual lol,,negative,MySejahtera,ms
saya penah guna ewallet tapi dah lama x buka bila nak buka balik nombor telifon dah bertukar jadi x lepas buat macam mana buat ya,saya penah guna ewallet tapi dah lama x buka bila nak buka balik nombor telifon dah bertukar jadi x lepas buat macam mana buat ya,penah ewallet dah buka nak buka nombor telifon dah tukar lepas,,negative,Touch n Go eWallet,ms
user friendly n helpful,user friendly n helpful,user friend help,,positive,MySejahtera,en
Sangat bagus dan membantu .✍️,sangat bagus dan membantu,bagus bantu,✍️,positive,MySejahtera,ms
sy dh daftar lepas tu bila nk buka x boleh,sy dh daftar lepas tu bila nk buka x boleh,sy dh daftar lepas nk buka,,negative,Touch n Go eWallet,ms
"Not particularly great at food delivery. Very often the driver picks up multiple orders ""to increase efficiency"". The ""efficiency"" may be good for Grab; for you it means they drive around with your food in a bag for longer than 20 minutes. Not a problem if you don't mind cold food. Edit: Grab has discovered spam. Minus another star.",not particularly great at food delivery very often the driver picks up multiple orders to increase efficiency the efficiency may be good for grab for you it means they drive around with your food in a bag for longer than minutes not a problem if you dont mind cold food edit grab has discovered spam minus another star,not particular great food deliveri often driver pick multipl order increas effici effici may good grab mean drive around food bag longer minut not problem dont mind cold food edit grab discov spam minus anoth star,,negative,Grab,en
"Terima kasih mudahkan urusan, bagi kami penduduk kampung",terima kasih mudahkan urusan bagi kami penduduk kampung,terima kasih mudahkan urusan penduduk kampung,,positive,Touch n Go eWallet,en
please bring back the option to pay and split evenly,please bring back the option to pay and split evenly,pleas bring back option pay split even,,neutral,Grab,en
sangat berpuashati dgn app ini,sangat berpuashati dgn app ini,berpuashati dgn app,,positive,Grab,ms
it's good and all but one thing I don't like in this app is the unjustifiable price of their delivery fee where some of the foods costs less than the delivery fee. it pisses me off sometimes.,its good and all but one thing i dont like in this app is the unjustifiable price of their delivery fee where some of the foods costs less than the delivery fee it pisses me off sometimes,good one thing dont like app unjustifi price deliveri fee food cost less deliveri fee piss sometim,,neutral,Grab,en
drive tak cerewet bagus orangnya,drive tak cerewet bagus orangnya,drive tak cerewet bagus orang,,positive,Grab,ms
sangat baguss ini,sangat baguss ini,baguss,,positive,Touch n Go eWallet,ms
"i can't even book for appointment. i keep click on my name for booking but nothing keluar. its been a months, i have report on helpdesk but nothing change. im sick of this !!",i cant even book for appointment i keep click on my name for booking but nothing keluar its been a months i have report on helpdesk but nothing change im sick of this,cant even book appoint keep click name book noth month report helpdesk noth chang im sick,,negative,MySejahtera,en
apps tak boleh sign in dgn myDigital id.. FIX IT NOW !!!,apps tak boleh sign in dgn mydigital id fix it now,app tak sign dgn mydigit id fix,,negative,MySejahtera,en
"paylater is very convenient feature. but the payment to paylater is annoying if we don't bind a card to grab. if we want to top up from bank, it doesn't allow us to top up the exact amount, eg 83.23, but we have to top up 84 instead. and why do we have to top up and then only pay? shopee paylater can straight pay the amount via online banking! fix it please, it annoys me every month till I have to change my 5 stars review to 3 stars. thank you",paylater is very convenient feature but the payment to paylater is annoying if we dont bind a card to grab if we want to top up from bank it doesnt allow us to top up the exact amount eg but we have to top up instead and why do we have to top up and then only pay shopee paylater can straight pay the amount via online banking fix it please it annoys me every month till i have to change my stars review to stars thank you,paylat conveni featur payment paylat annoy dont bind card grab want top bank doesnt allow us top exact amount eg top instead top pay shope paylat straight pay amount via onlin bank fix pleas annoy everi month till chang star review star thank,,neutral,Grab,en
kenapa saya tak boleh deta grab,kenapa saya tak boleh deta grab,tak deta grab,,neutral,Grab,ms
gelap tak keluar apa2.....x blh guna dah... setelah seminggu lebih baru blh guna. install uninstall byk kali.tq helpdesk mysejahtera yg membantu,gelap tak keluar apa x blh guna dah setelah seminggu lebih baru blh guna install uninstall byk kalitq helpdesk mysejahtera yg membantu,gelap tak blh dah seminggu blh instal uninstal byk kalitq helpdesk mysejahtera yg membantu,,positive,MySejahtera,en
"Sepatutnye kedua² ibubapa boleh register anak² dan pasangan sebagai jagaan..ni harapkan 1 acc je yg boleh..kalau telepon bapak yg register, mak xboleh dah. abes klau mak nak register anak kat klinik utk outpatient camne kalau ayah outstation..dah beratur plak..pas2 slot abes plak..",sepatutnye kedua² ibubapa boleh register anak² dan pasangan sebagai jagaanni harapkan acc je yg bolehkalau telepon bapak yg register mak xboleh dah abes klau mak nak register anak kat klinik utk outpatient camne kalau ayah outstationdah beratur plakpas slot abes plak,sepatutny ibubapa regist pasangan jagaanni harapkan acc yg bolehkalau telepon yg regist mak xboleh dah abe klau mak nak regist anak kat klinik utk outpati camn ayah outstationdah beratur plakpa slot abe plak,,neutral,MySejahtera,en
sedikit mem buat saya stress,sedikit mem buat saya stress,mem stress,,neutral,Touch n Go eWallet,ms
loading manjang. bodo ke?,loading manjang bodo ke,loading manjang bodo,,negative,Grab,ms
"menyusahkan orang jak, mau buat temu janji endk dpt app apa ni , mau tukar nombor fon pun susah , mau masuk 3 tahun suda endk bole buat temu janji, jumpa doktor gigi pun susah sikit sikit mysejahtera, ini bukan mensejahtera kan menyusahkan adalah",menyusahkan orang jak mau buat temu janji endk dpt app apa ni mau tukar nombor fon pun susah mau masuk tahun suda endk bole buat temu janji jumpa doktor gigi pun susah sikit sikit mysejahtera ini bukan mensejahtera kan menyusahkan adalah,susah jak temu janji endk dpt app tukar nombor fon susah tahun suda endk bole temu janji jumpa doktor gigi susah sikit sikit mysejahtera bukan sejahtera susah,,negative,MySejahtera,ms
"5 years after MCO,pandemic COVID-19..now I see a new in terms of their UI & UX.. really gives material feels design and it makes this app more refreshing to see compared to old UI. Even though, stability and performance play a crucial roles in development application. Lastly but not least, always keeping our data at high grade security,not weakest ones that hackers,scammers can access our data. That's all for now I would want say.",years after mcopandemic covid now i see a new in terms of their ui ux really gives material feels design and it makes this app more refreshing to see compared to old ui even though stability and performance play a crucial roles in development application lastly but not least always keeping our data at high grade securitynot weakest ones that hackersscammers can access our data thats all for now i would want say,year mcopandem covid see new term ui ux realli give materi feel design make app refresh see compar old ui even though stabil perform play crucial role develop applic last not least alway keep data high grade securitynot weakest one hackersscamm access data that would want say,,positive,MySejahtera,en
Zujinduhu a/l Merapu,zujinduhu al merapu,zujinduhu al merapu,,positive,MySejahtera,ms
my sejahtera saya bhgian profil xdpt buka cma kosong je mcm mna?,my sejahtera saya bhgian profil xdpt buka cma kosong je mcm mna,sejahtera bhgian profil xdpt buka cma kosong mcm mna,,negative,MySejahtera,en
I think the app is great overall but there could be some issues at certain times where the tracker can be inconsistent and buggy. I am not sure if this is only personal experience but hopefully others might encounter the same problems as well and point it out,i think the app is great overall but there could be some issues at certain times where the tracker can be inconsistent and buggy i am not sure if this is only personal experience but hopefully others might encounter the same problems as well and point it out,think app great overal could issu certain time tracker inconsist buggi not sure person experi hope other might encount problem well point,,positive,Grab,en
ice latte tawar and pahit,ice latte tawar and pahit,ice latt tawar pahit,,neutral,Grab,en
saya terlupa katalaluan nya macam mana ya?,saya terlupa katalaluan nya macam mana ya,lupa katalaluan,,positive,MySejahtera,ms
"tolong lah hapuskan lockin gune foto² wajah ni,,,Klau senang sekali lockin tkpee",tolong lah hapuskan lockin gune foto² wajah niklau senang sekali lockin tkpee,tolong hapus lockin gune wajah niklau senang lockin tkpee,,neutral,Touch n Go eWallet,ms
hopefully the scanning page load faster ok. now resolved,hopefully the scanning page load faster ok now resolved,hope scan page load faster ok resolv,,positive,Touch n Go eWallet,en
"mobil bagus,nyaman dan bersih...pemandu ramah...",mobil bagusnyaman dan bersihpemandu ramah,mobil bagusnyaman bersihpemandu ramah,,positive,Grab,ms
"this new version looks awesome and beautiful. Great UI, looks modern and robust. great job team",this new version looks awesome and beautiful great ui looks modern and robust great job team,new version look awesom beauti great ui look modern robust great job team,,positive,MySejahtera,en
"for rides, it doesn't seem like the map is accurate.",for rides it doesnt seem like the map is accurate,ride doesnt seem like map accur,,neutral,Grab,en
why I can't update the emergency contact portion here?,why i cant update the emergency contact portion here,cant updat emerg contact portion,,neutral,Grab,en
To many notifications and popups,to many notifications and popups,mani notif popup,,neutral,Touch n Go eWallet,en
saya nak buat temujanji pergigian. hari tu boleh je. sekarang semua penuh sampai 2029 pula tu pun penuh. betul atau x ne. adoii biar betul,saya nak buat temujanji pergigian hari tu boleh je sekarang semua penuh sampai pula tu pun penuh betul atau x ne adoii biar betul,nak temujanji gigi penuh penuh ne adoii biar,,negative,MySejahtera,ms
The latest update has problem to book appointments for health check up and many other services. I could not even log out even after uninstall. Please check if any bug persistent. Update: only happens on my smartphone: Samsung A55 5G. It works smoothly on my Samsung Tab S9+. Tried to clear all data from the app and it works. Please help to fix this bug if possible. It is quite a hassle.,the latest update has problem to book appointments for health check up and many other services i could not even log out even after uninstall please check if any bug persistent update only happens on my smartphone samsung a g it works smoothly on my samsung tab s tried to clear all data from the app and it works please help to fix this bug if possible it is quite a hassle,latest updat problem book appoint health check mani servic could not even log even uninstal pleas check bug persist updat happen smartphon samsung work smooth samsung tab tri clear data app work pleas help fix bug possibl quit hassl,,negative,MySejahtera,en
easy to use,easy to use,easi use,,positive,Grab,en
"Tarifnya naik, banyak driver di lokasi tp dpt driver yg jauh. Buang2 waktu menunggu.",tarifnya naik banyak driver di lokasi tp dpt driver yg jauh buang waktu menunggu,tarifnya driver lokasi tp dpt driver yg buang waktu menunggu,,neutral,Grab,en
Appointment slot for dental are very limited.,appointment slot for dental are very limited,appoint slot dental limit,,neutral,MySejahtera,en
Insya'Allah... Mempermudahkan pengguna.. Semoga terus sentiasa dalam menaiktaraf.. Tqvm..,insyaallah mempermudahkan pengguna semoga terus sentiasa dalam menaiktaraf tqvm,insyaallah mudah guna moga sentiasa menaiktaraf tqvm,,positive,Grab,ms
"I dont know why, but this app ,after updating, it didn't work anymore. when i want to make an appointment from here to go to clinic, it didn't show my name anymore. When i enter the appointment, it just looks like loading for the entire time.. even though my internet is fast.. ill try using wifi, but it just the same.. please fix this problem. I hve tried to uninstall and reinstall again, but it doesn't work either..please fix it asap..... Tq",i dont know why but this app after updating it didnt work anymore when i want to make an appointment from here to go to clinic it didnt show my name anymore when i enter the appointment it just looks like loading for the entire time even though my internet is fast ill try using wifi but it just the same please fix this problem i hve tried to uninstall and reinstall again but it doesnt work eitherplease fix it asap tq,dont know app updat didnt work anymor want make appoint go clinic didnt show name anymor enter appoint look like load entir time even though internet fast ill tri use wifi pleas fix problem hve tri uninstal reinstal doesnt work eitherpleas fix asap tq,,negative,MySejahtera,en
"Laging kina cancel is booking, choosy din un ibang driver e",laging kina cancel is booking choosy din un ibang driver e,lage kina cancel book choosi din un ibang driver,,neutral,Grab,en
Aq vaksin dio tulis x vaksin lagi,aq vaksin dio tulis x vaksin lagi,aq vaksin dio tulis vaksin,,negative,MySejahtera,ms
Tarikh untuk temujanji tidak dapat diplilih. Hanya tarikh semasa sahaja yang dipaparkan.,tarikh untuk temujanji tidak dapat diplilih hanya tarikh semasa sahaja yang dipaparkan,tarikh temujanji tidak diplilih tarikh sahaja dipaparkan,,negative,MySejahtera,en
"MySejahtera pernah jadi aplikasi penting semasa pandemik, namun kini semakin kurang relevan. Saya cadangkan agar ia dipertingkat dengan fungsi yang lebih dekat dengan pengguna, seperti e-wallet kesihatan, pembayaran klinik, rekod vaksin automatik atau insentif gaya hidup sihat. Transformasi ini boleh menjadikan MySejahtera platform digital kerajaan yang moden,berguna dan kekal relevan untk rakyat.. PADU DAK KOMEN ABG😂",mysejahtera pernah jadi aplikasi penting semasa pandemik namun kini semakin kurang relevan saya cadangkan agar ia dipertingkat dengan fungsi yang lebih dekat dengan pengguna seperti ewallet kesihatan pembayaran klinik rekod vaksin automatik atau insentif gaya hidup sihat transformasi ini boleh menjadikan mysejahtera platform digital kerajaan yang modenberguna dan kekal relevan untk rakyat padu dak komen abg,mysejahtera aplikasi pandemik relevan cadang tingkat fungsi guna ewallet kesihatan bayar klinik rekod vaksin automatik insentif gaya hidup sihat transformasi jadi mysejahtera platform digital raja modenberguna kekal relevan untk rakyat padu dak komen abg,😂,positive,MySejahtera,ms
"AppLikasi ini sudah lama tidak aku muat turun, Macam mana untuk saya buka sudah lup!?",applikasi ini sudah lama tidak aku muat turun macam mana untuk saya buka sudah lup,applikasi tidak muat turun buka lup,,negative,MySejahtera,ms
