text,clean_text,processed_text,emojis,label,app,language
#payung raja...? Qunin/Qunin🪖,payung raja quninqunin,payung raja quninqunin,🪖,neutral,Grab,ms
"it's quite good BUT make sure you select card before your first journey, otherwise there's no way to change once you start and you can get caught out, which is a stupid design",its quite good but make sure you select card before your first journey otherwise theres no way to change once you start and you can get caught out which is a stupid design,quit good make sure select card first journey otherwis there no way chang start get caught stupid design,,neutral,Grab,en
"Delivery Man do not carry any changes with them, But service is good.",delivery man do not carry any changes with them but service is good,deliveri man not carri chang servic good,,neutral,Grab,en
grab ni sangat berguna tetapi saya rasa sedikit terasa sedih la juga sebab separuh driver minta duit lebih time saya mau kosong tu lah diorang minta tambah 😔,grab ni sangat berguna tetapi saya rasa sedikit terasa sedih la juga sebab separuh driver minta duit lebih time saya mau kosong tu lah diorang minta tambah,grab guna sedih la paruh driver duit time kosong orang,😔,neutral,Grab,ms
susah gila nk dpt driver dhla student nk kena gi kelas awal,susah gila nk dpt driver dhla student nk kena gi kelas awal,susah gila nk dpt driver dhla student nk gi kelas,,neutral,Grab,ms
"lotteria cancels on me and the app wont give me my voucher back, so yeah",lotteria cancels on me and the app wont give me my voucher back so yeah,lotteria cancel app wont give voucher back yeah,,neutral,Grab,en
"harga berpatutan, driver juga mesra dan ramah.",harga berpatutan driver juga mesra dan ramah,harga patut driver mesra ramah,,neutral,Grab,ms
"paylater is very convenient feature. but the payment to paylater is annoying if we don't bind a card to grab. if we want to top up from bank, it doesn't allow us to top up the exact amount, eg 83.23, but we have to top up 84 instead. and why do we have to top up and then only pay? shopee paylater can straight pay the amount via online banking! fix it please, it annoys me every month till I have to change my 5 stars review to 3 stars. thank you",paylater is very convenient feature but the payment to paylater is annoying if we dont bind a card to grab if we want to top up from bank it doesnt allow us to top up the exact amount eg but we have to top up instead and why do we have to top up and then only pay shopee paylater can straight pay the amount via online banking fix it please it annoys me every month till i have to change my stars review to stars thank you,paylat conveni featur payment paylat annoy dont bind card grab want top bank doesnt allow us top exact amount eg top instead top pay shope paylat straight pay amount via onlin bank fix pleas annoy everi month till chang star review star thank,,neutral,Grab,en
ok lah walaupun caj terlalu tinggi tapi terpaksa guna lah...tq for CEO MANAGER GRAB,ok lah walaupun caj terlalu tinggi tapi terpaksa guna lahtq for ceo manager grab,ok caj tinggi paksa lahtq ceo manager grab,,neutral,Grab,ms
grab letak location jalan salah :/,grab letak location jalan salah,grab letak locat jalan salah,,neutral,Grab,en
"for rides, it doesn't seem like the map is accurate.",for rides it doesnt seem like the map is accurate,ride doesnt seem like map accur,,neutral,Grab,en
"💯Belum cuba belum tauk,,",belum cuba belum tauk,belum cuba belum tauk,💯,neutral,Grab,ms
ayaw ninyo ng cash gusto cashless hays,ayaw ninyo ng cash gusto cashless hays,ayaw ninyo ng cash gusto cashless hay,,neutral,Grab,en
Selalu berubah ubah kereta. Sepatutnya 1 warna sudah memadai,selalu berubah ubah kereta sepatutnya warna sudah memadai,ubah ubah kereta patut warna pada,,neutral,Grab,ms
Tk boleh buka.. Beli sim baru.. Tpi nombor masih customer yang lama pakai.. Baik tk payah jual sim maxis ni.. Susahkan orang nk buka halaman ni.. Baik pakai celcom agi bagus,tk boleh buka beli sim baru tpi nombor masih customer yang lama pakai baik tk payah jual sim maxis ni susahkan orang nk buka halaman ni baik pakai celcom agi bagus,tk buka beli sim tpi nombor customer pakai tk payah jual sim maxis susah nk buka halaman pakai celcom agi bagus,,neutral,Grab,ms
"ini habis update ko malah nge lack terus ya, diminta cek koneksi. apps lain normal aja",ini habis update ko malah nge lack terus ya diminta cek koneksi apps lain normal aja,habi updat ko nge lack cek koneksi app normal aja,,neutral,Grab,en
"Làm UX khó xài, nhiều menu ẩn. Muốn edit lại review chả biến lần vào đâu. Nói chung app ngu vkl",làm ux khó xài nhiều menu ẩn muốn edit lại review chả biến lần vào đâu nói chung app ngu vkl,làm ux khó xài nhiều menu ẩn muốn edit lại review chả biến lần vào đâu nói chung app ngu vkl,,neutral,Grab,en
"sebelum ni guna grab ni ok je, cepat dan harga pun sesuai.....tapi sekarang harga tetap rm5 , bila dah oder pemandu call naik kan tambang rm10 . tiada kejujuran.. sebelum ni guna grab harga tetap rm9. sekarang harga tetap kadang rm5 boleh naik sampai 9 dan 10 kadang ada sampai 13😮‍💨",sebelum ni guna grab ni ok je cepat dan harga pun sesuaitapi sekarang harga tetap rm bila dah oder pemandu call naik kan tambang rm tiada kejujuran sebelum ni guna grab harga tetap rm sekarang harga tetap kadang rm boleh naik sampai dan kadang ada sampai,grab ok cepat harga sesuaitapi harga rm dah oder pandu call tambang rm tiada jujur grab harga rm harga kadang rm kadang,😮‍💨,neutral,Grab,ms
susah babi mw book,susah babi mw book,susah babi mw book,,neutral,Grab,en
"Laging kina cancel is booking, choosy din un ibang driver e",laging kina cancel is booking choosy din un ibang driver e,lage kina cancel book choosi din un ibang driver,,neutral,Grab,en
good drive safe,good drive safe,good drive safe,,neutral,Grab,en
Is the grab system down now ?,is the grab system down now,grab system,,neutral,Grab,en
Screenshoot picture dan pindah ke duitnown juga tidak pernah digunakan ja lagi.,screenshoot picture dan pindah ke duitnown juga tidak pernah digunakan ja lagi,screenshoot picture pindah duitnown tidak ja,,neutral,Grab,ms
"Saya di sini untuk meminta tolong... Kembalikan kredit untuk topup ""CELCOME""😭 saya sedang sulit nak topup internet celcome untuk teruskan monthly internet",saya di sini untuk meminta tolong kembalikan kredit untuk topup celcome saya sedang sulit nak topup internet celcome untuk teruskan monthly internet,tolong kembali kredit topup celcome sulit nak topup internet celcome terus monthly internet,😭,neutral,Grab,ms
darkmode on chat still not fixed yet,darkmode on chat still not fixed yet,darkmod chat still not fix yet,,neutral,Grab,en
"I don’t know what to say… I ordered a Grab from my location, but the driver went to another location. When he called, he told me that I booked the wrong location, but the app clearly showed the correct location that I selected. Now I want to cancel the ride, and they’re charging me RM3 even though it’s not my fault. What the hell? Now I have to pay even though I did nothing wrong.🤷",i don’t know what to say… i ordered a grab from my location but the driver went to another location when he called he told me that i booked the wrong location but the app clearly showed the correct location that i selected now i want to cancel the ride and they’re charging me rm even though it’s not my fault what the hell now i have to pay even though i did nothing wrong,know order grab locat driver went anoth locat call told book wrong locat app clear show correct locat select want cancel ride charg rm even though not fault hell pay even though noth wrong,🤷,neutral,Grab,en
"i have to update the app when i really have to go somewhere, and it took so long. pls gave choice to update it sometime later",i have to update the app when i really have to go somewhere and it took so long pls gave choice to update it sometime later,updat app realli go somewher took long pls gave choic updat sometim later,,neutral,Grab,en
why didn't have touch n go payment?,why didnt have touch n go payment,didnt touch go payment,,neutral,Grab,en
To many notifications,to many notifications,mani notif,,neutral,Grab,en
i hate this because i wait so long to wait the driver accept my booking!!!!,i hate this because i wait so long to wait the driver accept my booking,hate wait long wait driver accept booking,,neutral,Grab,ms
it's good and all but one thing I don't like in this app is the unjustifiable price of their delivery fee where some of the foods costs less than the delivery fee. it pisses me off sometimes.,its good and all but one thing i dont like in this app is the unjustifiable price of their delivery fee where some of the foods costs less than the delivery fee it pisses me off sometimes,good one thing dont like app unjustifi price deliveri fee food cost less deliveri fee piss sometim,,neutral,Grab,en
เรียกรถยากมากค่าาา รอสามสิบนาทีตลอดเลย มันแอบนานนะ ถ้าเรารีบต้องการด่วนงี้ แม้จะเผื่อเวลาแล้วก็นานค่ะ,เรียกรถยากมากค่า รอสามสิบนาทีตลอดเลย มันแอบนานนะ ถ้าเรารีบต้องการด่วนงี้ แม้จะเผื่อเวลาแล้วก็นานค่ะ,,,neutral,Grab,en
kenapa saya tak boleh deta grab,kenapa saya tak boleh deta grab,tak deta grab,,neutral,Grab,ms
"Terrible system; can't even cancel an order that just got ordered literally seconds ago; because the system decided to order it without going through 2 phases (jumped directly to the second phase - ""check order"" phase was skipped), without letting me check my orders! And the price was twice the previous time I bought at the same store for the same items! Good thing the driver understood my request and cancelled my order, otherwise I had to pay twice the amount for the same stuffs!",terrible system cant even cancel an order that just got ordered literally seconds ago because the system decided to order it without going through phases jumped directly to the second phase check order phase was skipped without letting me check my orders and the price was twice the previous time i bought at the same store for the same items good thing the driver understood my request and cancelled my order otherwise i had to pay twice the amount for the same stuffs,terribl system cant even cancel order got order liter second ago system decid order without go phase jump direct second phase check order phase skip without let check order price twice previous time bought store item good thing driver understood request cancel order otherwis pay twice amount stuff,,neutral,Grab,en
pay through online not activated because use grab pay ewallet,pay through online not activated because use grab pay ewallet,pay onlin not activ use grab pay ewallet,,neutral,Grab,en
Aku bagi tiga jeer sebab tak boleh top up Digi,aku bagi tiga jeer sebab tak boleh top up digi,jeer tak top digi,,neutral,Grab,ms
"it is not even raining and yet, Grab says it is and charges me more than double.",it is not even raining and yet grab says it is and charges me more than double,not even rain yet grab say charg doubl,,neutral,Grab,en
ice latte tawar and pahit,ice latte tawar and pahit,ice latt tawar pahit,,neutral,Grab,en
"i cant open my app. its stuck at secure with pin. but when i put on pin, it says pin setup failed. been trying since hours. i cant even chat cs when i cant even open the app.",i cant open my app its stuck at secure with pin but when i put on pin it says pin setup failed been trying since hours i cant even chat cs when i cant even open the app,cant open app stuck secur pin put pin say pin setup fail tri sinc hour cant even chat cs cant even open app,,neutral,Grab,en
okay tak ada masalah.,okay tak ada masalah,okay tak,,neutral,Grab,ms
This app helping not much,this app helping not much,app help not much,,neutral,Grab,en
"Grab sekarang banyak mahallllllll gile,,dia masih jauh pun dia ambik,,nnti kalau dah tak ada penumpang cam texi baru tau",grab sekarang banyak mahal giledia masih jauh pun dia ambiknnti kalau dah tak ada penumpang cam texi baru tau,grab mahal giledia ambiknnti dah tak tumpang cam texi tau,,neutral,Grab,ms
"kurang bgt, malah ngasih driver yang masih ada orderan, redup aja redup",kurang bgt malah ngasih driver yang masih ada orderan redup aja redup,bgt ngasih driver orderan redup aja redup,,neutral,Grab,en
sangat kecewa susah dapat driver d jam-jam tertentu,sangat kecewa susah dapat driver d jamjam tertentu,kecewa susah driver jamjam,,neutral,Grab,en
why I can't update the emergency contact portion here?,why i cant update the emergency contact portion here,cant updat emerg contact portion,,neutral,Grab,en
kenapa tng saya tak boleh nk tukar no pin.. sbb saya lupa no pin tu,kenapa tng saya tak boleh nk tukar no pin sbb saya lupa no pin tu,tng tak nk tukar no pin sbb lupa no pin,,negative,Touch n Go eWallet,ms
sedih nya..dh kemaskini terus ada masalah ..sebelum kemas kini ok ja tng ni..,sedih nyadh kemaskini terus ada masalah sebelum kemas kini ok ja tng ni,sedih nyadh kemaskini kemas ok ja tng,,negative,Touch n Go eWallet,ms
"Saya buat akaun recovery .Akaun saya dah disahkan dan tidak dapat dipulihkan juga walaupun menggunakan nombor yang dah dikemaskini, dan emel yg sama.",saya buat akaun recovery akaun saya dah disahkan dan tidak dapat dipulihkan juga walaupun menggunakan nombor yang dah dikemaskini dan emel yg sama,akaun recovery akaun dah sah tidak pulih nombor dah dikemaskini emel yg,,negative,Touch n Go eWallet,ms
"Unable to reload my My50 Pass. The payment was successful, but the reload amount was refunded back to my account a few minutes later.",unable to reload my my pass the payment was successful but the reload amount was refunded back to my account a few minutes later,unabl reload pass payment success reload amount refund back account minut later,,negative,Touch n Go eWallet,en
I can't verify,i cant verify,cant verifi,,negative,Touch n Go eWallet,en
senang membuat pembayaran,senang membuat pembayaran,senang bayar,,negative,Touch n Go eWallet,ms
"This new version is kinda bad, I tried to use auto debit payment to pay apple+ service but it was still pending even though I already top up some money to my ewallet. It's been pending for a few days I don't know how to settle those payments, I linked to my ipad and unlinked a lot of times and it still can't pay the pending payment, I wish I can pay it manually so that it won't stay pending in my account. If the pending payment has been settled, I don't think I will use this app anymore.",this new version is kinda bad i tried to use auto debit payment to pay apple service but it was still pending even though i already top up some money to my ewallet its been pending for a few days i dont know how to settle those payments i linked to my ipad and unlinked a lot of times and it still cant pay the pending payment i wish i can pay it manually so that it wont stay pending in my account if the pending payment has been settled i dont think i will use this app anymore,new version kinda bad tri use auto debit payment pay appl servic still pend even though alreadi top money ewallet pend day dont know settl payment link ipad unlink lot time still cant pay pend payment wish pay manual wont stay pend account pend payment settl dont think use app anymor,,negative,Touch n Go eWallet,en
always lock me out whenever i receive funds from top up n transfer .. inconcenient .. embarrasing as well especially while making payment,always lock me out whenever i receive funds from top up n transfer inconcenient embarrasing as well especially while making payment,alway lock whenev receiv fund top transfer inconceni embarras well especi make payment,,negative,Touch n Go eWallet,en
"recent update put useful mini apps to dormant. change of UI and buttons not for ease of usage but to force as much ads as possible to users. the TnG card button is no where to be found, probably hidden somewhere, thou can still be viewed with search bar. worst UI development team ever, you need to get them replaced.",recent update put useful mini apps to dormant change of ui and buttons not for ease of usage but to force as much ads as possible to users the tng card button is no where to be found probably hidden somewhere thou can still be viewed with search bar worst ui development team ever you need to get them replaced,recent updat put use mini app dormant chang ui button not eas usag forc much ad possibl user tng card button no found probabl hidden somewher thou still view search bar worst ui develop team ever need get replac,,negative,Touch n Go eWallet,en
kenapa buat pindahan duit ke bank 10 ringgit dipotong. pindah 30 masuk bank 20 jerr,kenapa buat pindahan duit ke bank ringgit dipotong pindah masuk bank jerr,pindah duit bank ringgit potong pindah bank jerr,,negative,Touch n Go eWallet,ms
This last updqte is a real mess. Cant find tng card and transactions section. All layout is changed . Its a big mess in main page.,this last updqte is a real mess cant find tng card and transactions section all layout is changed its a big mess in main page,last updqt real mess cant find tng card transact section layout chang big mess main page,,negative,Touch n Go eWallet,en
"saya ada pernah buat account tng,and saya sign dekat nombor lama, tapi saya lupa saya pakai account google yang mana,boleh tak bantu saya",saya ada pernah buat account tngand saya sign dekat nombor lama tapi saya lupa saya pakai account google yang manaboleh tak bantu saya,account tngand sign nombor lupa pakai account google manaboleh tak bantu,,negative,Touch n Go eWallet,ms
"kurang puaskan, sebab akaun baru sudah buat, tapi dia pusingkan akaun yang lama, dah sampai sini jelah saya guna TNG ini😠😠😠",kurang puaskan sebab akaun baru sudah buat tapi dia pusingkan akaun yang lama dah sampai sini jelah saya guna tng ini,puas akaun pusing akaun dah jelah tng,😠,negative,Touch n Go eWallet,ms
"kenapa saya nak login ACC saya tidak dapat, dia nyatakan permintaan anda tidak berjaya.",kenapa saya nak login acc saya tidak dapat dia nyatakan permintaan anda tidak berjaya,nak login acc tidak nyata minta tidak jaya,,negative,Touch n Go eWallet,ms
"Horrible cs whatsapp for go invest principal, ending chat without follow up email | Always have scammy programs like Buzz that loves rugpull",horrible cs whatsapp for go invest principal ending chat without follow up email always have scammy programs like buzz that loves rugpull,horribl cs whatsapp go invest princip end chat without follow email alway scammi program like buzz love rugpul,,negative,Touch n Go eWallet,en
Just for transaction purpose. Rewards and point collected is not attractive.,just for transaction purpose rewards and point collected is not attractive,transact purpos reward point collect not attract,,negative,Touch n Go eWallet,en
"Apps buffering took a shorter time before BUDI95, please look into this as it really affects payment speed.",apps buffering took a shorter time before budi please look into this as it really affects payment speed,app buffer took shorter time budi pleas look realli affect payment speed,,negative,Touch n Go eWallet,en
"Subject: Dispute on Unauthorized Auto-Debit Transaction - RM29.90 ​Dear Touch 'n Go eWallet Support Team, ​I am writing to report an unauthorized auto-debit transaction of RM29.90 by the merchant ToolX Digital Limited, which occurred on 02/06/2026 at 8:30 PM. ​This is an unauthorized subscription that I did not sign up for. The merchant has made multiple failed billing attempts in the past due to insufficient balance, and they successfully deducted RM29.90 recently when my wallet was reloaded. ​",subject dispute on unauthorized autodebit transaction rm ​dear touch n go ewallet support team ​i am writing to report an unauthorized autodebit transaction of rm by the merchant toolx digital limited which occurred on at pm ​this is an unauthorized subscription that i did not sign up for the merchant has made multiple failed billing attempts in the past due to insufficient balance and they successfully deducted rm recently when my wallet was reloaded ​,subject disput unauthor autodebit transact rm touch go ewallet support team write report unauthor autodebit transact rm merchant toolx digit limit occur pm unauthor subscript not sign merchant made multipl fail bill attempt past due insuffici balanc success deduct rm recent wallet reload,,negative,Touch n Go eWallet,en
haku bagi 1 bintang je lepas dia upgrade tng yg baru buln 5 2026 ni..nmpk mysahkn plak..button topup tol yg dulu ok je di homescreen..lps upgrde ntah mana2 dia letak laaa,haku bagi bintang je lepas dia upgrade tng yg baru buln ninmpk mysahkn plakbutton topup tol yg dulu ok je di homescreenlps upgrde ntah mana dia letak la,haku bintang lepa upgrad tng yg buln ninmpk mysahkn plakbutton topup tol yg ok homescreenlp upgrd ntah letak la,,negative,Touch n Go eWallet,en
"I always face this issues and I don't understand why. theres always pending transaction in my ewallet for toll payment, although I always have sufficient balance in my nfc tngo card, its annoying seems like I have debt with tngo. please fix this error",i always face this issues and i dont understand why theres always pending transaction in my ewallet for toll payment although i always have sufficient balance in my nfc tngo card its annoying seems like i have debt with tngo please fix this error,alway face issu dont understand there alway pend transact ewallet toll payment although alway suffici balanc nfc tngo card annoy seem like debt tngo pleas fix error,,negative,Touch n Go eWallet,en
saya punya akaun pun tak boleh buka dah lah duit saya ada dalam tu,saya punya akaun pun tak boleh buka dah lah duit saya ada dalam tu,akaun tak buka dah duit,,negative,Touch n Go eWallet,ms
suka mkn duit orng bile main game die ape bnde ni,suka mkn duit orng bile main game die ape bnde ni,suka mkn duit orng bile main game die ape bnde,,negative,Touch n Go eWallet,en
akaun lama tak ada lagi sebab dh tukar nombor telefon.nak buat akaun baru tak dapat macam mana nak buat akaun baru.,akaun lama tak ada lagi sebab dh tukar nombor telefonnak buat akaun baru tak dapat macam mana nak buat akaun baru,akaun tak dh tukar nombor telefonnak akaun tak nak akaun,,negative,Touch n Go eWallet,ms
"after update, with new ux, now it is not easy to find icon to reload tng..you just spam us with lot of rubbish..im wonder what type of programmer or web designer u hire..almost zero knowledge in user exp..fix this!!!",after update with new ux now it is not easy to find icon to reload tngyou just spam us with lot of rubbishim wonder what type of programmer or web designer u hirealmost zero knowledge in user expfix this,updat new ux not easi find icon reload tngyou spam us lot rubbishim wonder type programm web design hirealmost zero knowledg user expfix,,negative,Touch n Go eWallet,en
latest update theres no card optional to topup.. very difficult to topup card.. give us back button card infront UI,latest update theres no card optional to topup very difficult to topup card give us back button card infront ui,latest updat there no card option topup difficult topup card give us back button card infront ui,,negative,Touch n Go eWallet,en
sy dh daftar lepas tu bila nk buka x boleh,sy dh daftar lepas tu bila nk buka x boleh,sy dh daftar lepas nk buka,,negative,Touch n Go eWallet,ms
"password aku dah tulis betul tiba² dia cakap salah, tak pasal² kena tukar password dengan tunggu 3 jam",password aku dah tulis betul tiba² dia cakap salah tak pasal² kena tukar password dengan tunggu jam,password dah tulis cakap salah tak tukar password tunggu jam,,negative,Touch n Go eWallet,ms
"the app is okay, but when I was buying my prepaid through tng, I had 15 in it so I decided to brought Rm5 for 5days. they decided to deduct Rm10??? for no reason. mind telling me why?",the app is okay but when i was buying my prepaid through tng i had in it so i decided to brought rm for days they decided to deduct rm for no reason mind telling me why,app okay buy prepaid tng decid brought rm day decid deduct rm no reason mind tell,,negative,Touch n Go eWallet,en
"kenapa aku dah log in pastu hujung hujung dia kata , (masalah telah berlaku, sila cuba lagi , sila semak dokumen anda), aku dah cuba banyak kali dah, daripada restore pasti download balik pun tak boleh. terpaksa bagi 1 bintang.",kenapa aku dah log in pastu hujung hujung dia kata masalah telah berlaku sila cuba lagi sila semak dokumen anda aku dah cuba banyak kali dah daripada restore pasti download balik pun tak boleh terpaksa bagi bintang,dah log pastu hujung hujung laku sila cuba sila semak dokumen dah cuba dah restore download tak paksa bintang,,negative,Touch n Go eWallet,ms
masuk kan aplikasi yang tidak mau kena langgan lepas tu kena pay direct tiba tiba,masuk kan aplikasi yang tidak mau kena langgan lepas tu kena pay direct tiba tiba,aplikasi tidak langgan lepas pay direct,,negative,Touch n Go eWallet,ms
Where is tng card options. Why did u remove. How to top up tng card then!!.... U show those useless stuff to us for what?,where is tng card options why did u remove how to top up tng card then u show those useless stuff to us for what,tng card option remov top tng card show useless stuff us,,negative,Touch n Go eWallet,en
daftar dengan ID KTP indonesia mengapa tidak bisa selalu berulang dengan sahkan akun,daftar dengan id ktp indonesia mengapa tidak bisa selalu berulang dengan sahkan akun,daftar id ktp indonesia tidak ulang sahkan akun,,negative,Touch n Go eWallet,ms
"boleh tak jangan rompak duit orang, letak kat tempat aku tak boleh nak gune, boleh tak jangan letak duit aku kat go plus sampai aku tak boleh makan sebab insufficient fund, bukan semua orang kaye",boleh tak jangan rompak duit orang letak kat tempat aku tak boleh nak gune boleh tak jangan letak duit aku kat go plus sampai aku tak boleh makan sebab insufficient fund bukan semua orang kaye,tak jangan rompak duit letak kat tak nak gune tak jangan letak duit kat go plus tak makan insuffici fund bukan kay,,negative,Touch n Go eWallet,en
latest update worst,latest update worst,latest updat worst,,negative,Touch n Go eWallet,en
the verification takes ages come on there are many more user friendly apps,the verification takes ages come on there are many more user friendly apps,verif take age come mani user friend app,,negative,Touch n Go eWallet,en
after update reload take so many time. before this instant reload easy,after update reload take so many time before this instant reload easy,updat reload take mani time instant reload easi,,negative,Touch n Go eWallet,en
x boleh buke app,x boleh buke app,buke app,,negative,Touch n Go eWallet,en
Akaun tng saya kene rm5k abis ilang,akaun tng saya kene rm k abis ilang,akaun tng kene rm abis ilang,,negative,Touch n Go eWallet,ms
the system getting worse and I cannot use any ringgit in this app.... is getting worse by the second... I maybe not want to use this app anymore...,the system getting worse and i cannot use any ringgit in this app is getting worse by the second i maybe not want to use this app anymore,system get wors not use ringgit app get wors second mayb not want use app anymor,,negative,Touch n Go eWallet,en
clustered & many pop-ups. the pop-up ads before i make payment is infuriating. im seriously considering other options,clustered many popups the popup ads before i make payment is infuriating im seriously considering other options,cluster mani popup popup ad make payment infuri im serious consid option,,negative,Touch n Go eWallet,en
"Tak cerdik punya developer applikasi ni...nak topup kad tng pun payah nak cari feature tu. Jual kad RFID, tadi nak topup dgn apps pun sukar.",tak cerdik punya developer applikasi ninak topup kad tng pun payah nak cari feature tu jual kad rfid tadi nak topup dgn apps pun sukar,tak cerdik develop applikasi ninak topup kad tng payah nak cari featur jual kad rfid nak topup dgn app sukar,,negative,Touch n Go eWallet,en
X active skian lama,x active skian lama,activ skian,,negative,Touch n Go eWallet,en
"A+Rewards can't purchase the vouchers with pop up T& C error issue like Reload Pin vouchers and Taobao vouchers from last night until now still not solved yet. Recently, A+ Reward purchase vouchers payment system also usually failed pop up E Wall payment method error. Why the Technical Support of the system can't detect the problems immediately and solved it immediately? poor support",arewards cant purchase the vouchers with pop up t c error issue like reload pin vouchers and taobao vouchers from last night until now still not solved yet recently a reward purchase vouchers payment system also usually failed pop up e wall payment method error why the technical support of the system cant detect the problems immediately and solved it immediately poor support,areward cant purchas voucher pop error issu like reload pin voucher taobao voucher last night still not solv yet recent reward purchas voucher payment system also usual fail pop wall payment method error technic support system cant detect problem immedi solv immedi poor support,,negative,Touch n Go eWallet,en
it x log in or work efficiently.,it x log in or work efficiently,log work effici,,negative,Touch n Go eWallet,en
"The recent update makes it less convenient to view my eWallet balance. The app now prominently displays total assets across all TNG financial products, which may be useful for some users but is unnecessary for those who primarily use the app as an e-wallet. I preferred the previous interface, where the Wallet balance was shown by default and total assets were available under GoFinance. Please consider restoring this option to improve usability and privacy.",the recent update makes it less convenient to view my ewallet balance the app now prominently displays total assets across all tng financial products which may be useful for some users but is unnecessary for those who primarily use the app as an ewallet i preferred the previous interface where the wallet balance was shown by default and total assets were available under gofinance please consider restoring this option to improve usability and privacy,recent updat make less conveni view ewallet balanc app promin display total asset across tng financi product may use user unnecessari primarili use app ewallet prefer previous interfac wallet balanc shown default total asset avail gofin pleas consid restor option improv usabl privaci,,negative,Touch n Go eWallet,en
"bodoh la korang ni,sial betul aku betul betul kecemasan nak bayar rumah sewa,so aku beli lah pin tng,tp lansung tak boleh hantar,ehh ikut suka kitorang lah nak buat apa dengan duit kitorang,yg korang ni memandai pula tak bagi transfer,ibarat korang mencuri duit pelanggan sial,dah masuk dalam apps korang lps tu korang pula yg atur kan apa yg boleh dan apa yg tak boleh dengan duit org??apa la bodoh sngt,dah kenapa pula aku beli pin tng dgn sampah ke bodoh?aku beli dgn duit hasil titik peluh aku,",bodoh la korang nisial betul aku betul betul kecemasan nak bayar rumah sewaso aku beli lah pin tngtp lansung tak boleh hantarehh ikut suka kitorang lah nak buat apa dengan duit kitorangyg korang ni memandai pula tak bagi transferibarat korang mencuri duit pelanggan sialdah masuk dalam apps korang lps tu korang pula yg atur kan apa yg boleh dan apa yg tak boleh dengan duit orgapa la bodoh sngtdah kenapa pula aku beli pin tng dgn sampah ke bodohaku beli dgn duit hasil titik peluh aku,bodoh la korang nisial cemas nak bayar rumah sewaso beli pin tngtp lansung tak hantarehh suka kitorang nak duit kitorangyg korang mandai tak transferibarat korang curi duit langgan sialdah apps korang lps korang yg atur yg yg tak duit orgapa la bodoh sngtdah beli pin tng dgn sampah bodohaku beli dgn duit hasil titik peluh,,negative,Touch n Go eWallet,ms
sye x dpt msuk guna no fon baru,sye x dpt msuk guna no fon baru,sye dpt msuk no fon,,negative,Touch n Go eWallet,ms
pulih tng saya ...susah n transfer duit,pulih tng saya susah n transfer duit,pulih tng susah transfer duit,,negative,Touch n Go eWallet,ms
tolonglah time xda cash .harap duit dlm tng saja. masa 2 pulak akaun secure ntah ap lh......x bleh guna sma sekali......rasa mcm nak memaki smpi nenek moyang tng.....geram nya ak.....,tolonglah time xda cash harap duit dlm tng saja masa pulak akaun secure ntah ap lhx bleh guna sma sekalirasa mcm nak memaki smpi nenek moyang tnggeram nya ak,tolong time xda cash harap duit dlm tng pulak akaun secure ntah ap lhx bleh sma sekalirasa mcm nak maki smpi nenek moyang tnggeram ak,,negative,Touch n Go eWallet,ms
asal aku dah login tulis akun tidak berjaya tng ni bodoh ke,asal aku dah login tulis akun tidak berjaya tng ni bodoh ke,dah login tulis akun tidak jaya tng bodoh,,negative,Touch n Go eWallet,ms
mysejahtera doesn't work on my samsung s24 ultra at all! Tried uninstall and reinstall few times also same,mysejahtera doesnt work on my samsung s ultra at all tried uninstall and reinstall few times also same,mysejahtera doesnt work samsung ultra tri uninstal reinstal time also,,negative,MySejahtera,en
Loading teruk nak buat appointment pun tak boleh,loading teruk nak buat appointment pun tak boleh,loading teruk nak appointment tak,,negative,MySejahtera,ms
Saya terluka kata laluan..tapi tak dapat apa-apa email atau masej untuk resit,saya terluka kata laluantapi tak dapat apaapa email atau masej untuk resit,luka laluantapi tak apaapa email masej resit,,negative,MySejahtera,ms
"tak tahu kenapa saya tak boleh nak buat appointment melalui mysejahtera. pergi kk pergigian, nurse guide install mydigital id then reinstall mysejahtera dan cuba nak link dgn mysejahtera, bila nak logout, tak response. dah restart phone, sama jugak tak response.. macam mana nak buat? contact no pun tak ada nak tanya dan rujuk.. help!!",tak tahu kenapa saya tak boleh nak buat appointment melalui mysejahtera pergi kk pergigian nurse guide install mydigital id then reinstall mysejahtera dan cuba nak link dgn mysejahtera bila nak logout tak response dah restart phone sama jugak tak response macam mana nak buat contact no pun tak ada nak tanya dan rujuk help,tak tak nak appoint mysejahtera pergi kk pergigian nurs guid instal mydigit id reinstal mysejahtera cuba nak link dgn mysejahtera nak logout tak respons dah restart phone jugak tak respons nak contact no tak nak rujuk help,,negative,MySejahtera,en
"mysejahtera rosak,saya punya vaksin covid terus hilang, saya punya",mysejahtera rosaksaya punya vaksin covid terus hilang saya punya,mysejahtera rosaksaya vaksin covid hilang,,negative,MySejahtera,ms
Cannot login via Mydigital id. Try reset pass also cannot said doesn't match. Try register said already in system. Please help ASAP.,cannot login via mydigital id try reset pass also cannot said doesnt match try register said already in system please help asap,not login via mydigit id tri reset pass also not said doesnt match tri regist said alreadi system pleas help asap,,negative,MySejahtera,en
I can't use,i cant use,cant use,,negative,MySejahtera,en
payah sudah saya log in susah juga mau masuk² apa ni. Tokong lah sikit,payah sudah saya log in susah juga mau masuk² apa ni tokong lah sikit,payah log susah tokong sikit,,negative,MySejahtera,ms
